t, ni, rep, g, s, ph, d, rank, p, fitness, extra, genes, DateTime, mil
00:00:00:00.088, 00:00:00:00.005, 71, 88, 1.0000000, M, 2.00e+00, 1, 0.01000000000000000, 8.70000000000000000e+01, , 0111 1111 1111 0110 0010 1111 1101 1111 1111 1111 1111 1111 0111 1111 1111 1111 1111 1111 1111 0011 1101 1011 1111 1011 1111, Mon Apr 27 20:18:05 CST 2026, 88
00:00:00:00.098, 00:00:00:00.005, 71, 108, 1.1020408, M, 3.00e+00, 2, 0.02511612770301124, 8.80000000000000000e+01, , 0111 1111 1111 0110 0010 1111 1111 1111 1111 1111 1111 1111 0110 1111 1111 1111 1111 1111 1111 0111 1101 1011 1111 1011 1111, Mon Apr 27 20:18:05 CST 2026, 98
00:00:00:00.109, 00:00:00:00.006, 71, 134, 1.2293578, M, 1.00e+00, 2, 0.02511612770301124, 8.90000000000000000e+01, , 0111 1111 1111 0111 0010 1111 1111 1111 1111 1111 1111 1111 0110 1111 1111 1111 1111 1111 1111 0111 1101 1011 1111 1011 1111, Mon Apr 27 20:18:05 CST 2026, 109
00:00:00:00.114, 00:00:00:00.002, 71, 137, 1.2017543, R, 5.00e+00, 9, 0.00000000000000000, 9.00000000000000000e+01, , 0111 1111 1111 0111 1010 1111 1111 1111 1111 1111 1111 1111 1110 1111 0111 1101 1111 1111 1111 1111 1101 1011 1111 1011 1111, Mon Apr 27 20:18:05 CST 2026, 114
00:00:00:00.122, 00:00:00:00.004, 71, 156, 1.2786885, M, 1.00e+00, 1, 0.01000000000000000, 9.10000000000000000e+01, , 0111 1111 1111 0111 1010 1111 1111 1111 1111 1111 1111 1111 1110 1111 0111 1101 1111 1111 1111 1111 1101 1111 1111 1011 1111, Mon Apr 27 20:18:05 CST 2026, 122
00:00:00:00.129, 00:00:00:00.002, 71, 174, 1.3488373, M, 1.00e+00, 1, 0.01000000000000000, 9.20000000000000000e+01, , 0111 1111 1111 0111 1010 1111 1111 1111 1111 1111 1111 1111 1110 1111 0111 1101 1111 1111 1111 1111 1101 1111 1111 1111 1111, Mon Apr 27 20:18:05 CST 2026, 129
00:00:00:00.141, 00:00:00:00.007, 71, 214, 1.5177305, M, 1.00e+00, 2, 0.02511612770301124, 9.30000000000000000e+01, , 0111 1111 1111 1111 1010 1111 1111 1111 1111 1111 1111 1111 1110 1111 0111 1101 1111 1111 1111 1111 1101 1111 1111 1111 1111, Mon Apr 27 20:18:05 CST 2026, 141
00:00:00:00.148, 00:00:00:00.004, 71, 229, 1.5472972, R, 1.00e+00, 2, 0.00000000000000000, 9.40000000000000000e+01, , 1111 1111 1111 1111 1010 1111 1111 1111 1111 1111 1111 1111 1110 1111 0111 1101 1111 1111 1111 1111 1101 1111 1111 1111 1111, Mon Apr 27 20:18:05 CST 2026, 148
00:00:00:00.155, 00:00:00:00.003, 71, 244, 1.5741936, M, 1.00e+00, 1, 0.01000000000000000, 9.50000000000000000e+01, , 1111 1111 1111 1111 1011 1111 1111 1111 1111 1111 1111 1111 1110 1111 0111 1101 1111 1111 1111 1111 1101 1111 1111 1111 1111, Mon Apr 27 20:18:05 CST 2026, 155
00:00:00:00.160, 00:00:00:00.000, 71, 261, 1.6312500, R, 1.00e+00, 3, 0.00000000000000000, 9.60000000000000000e+01, , 1111 1111 1111 1111 1011 1111 1111 1111 1111 1111 1111 1111 1110 1111 0111 1101 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:18:05 CST 2026, 160
00:00:00:00.168, 00:00:00:00.002, 71, 270, 1.6071428, M, 1.00e+00, 1, 0.01000000000000000, 9.70000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1110 1111 0111 1101 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:18:05 CST 2026, 168
00:00:00:00.175, 00:00:00:00.002, 71, 282, 1.6114286, M, 1.00e+00, 1, 0.01000000000000000, 9.80000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1110 1111 0111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:18:05 CST 2026, 175
00:00:00:00.191, 00:00:00:00.012, 71, 354, 1.8534031, M, 1.00e+00, 1, 0.01000000000000000, 9.90000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 0111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:18:05 CST 2026, 191
00:00:00:00.202, 00:00:00:00.008, 71, 389, 1.9257426, R, 1.00e+00, 5, 0.00000000000000000, 1.00000000000000000e+02, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:18:05 CST 2026, 202
00:00:00:00.207, 00:00:00:00.000, 71, 391, 1.8888888, L, 0.00e+00, 0, 0.00000000000000000, 1.00000000000000000e+02, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:18:05 CST 2026, 207
00:00:00:00.001, 00:00:00:00.000, 72, 1, 1.0000000, S, 0.00e+00, 0, 0.00000000000000000, 6.00000000000000000e+01, , 0100 1111 0111 0110 1001 0110 1111 1110 0010 1111 0100 0010 1111 1111 0101 1000 0100 0111 0011 0000 1111 1011 1110 0011 1101, Mon Apr 27 20:18:05 CST 2026, 1
00:00:00:00.004, 00:00:00:00.003, 72, 1, 0.2500000, R, 2.70e+01, 3, 0.00000000000000000, 6.10000000000000000e+01, , 0101 0101 0111 0010 1011 0110 1111 1010 0101 1111 1101 0001 1111 1111 0111 1011 0010 0010 0110 1000 1110 1111 0110 0010 1101, Mon Apr 27 20:18:05 CST 2026, 4
00:00:00:00.010, 00:00:00:00.001, 72, 3, 0.3000000, R, 2.50e+01, 3, 0.00000000000000000, 6.40000000000000000e+01, , 0111 1100 0111 1000 1001 1011 1111 1111 1100 1101 1001 0101 1111 1111 0111 1011 0100 0011 1110 1010 0100 1111 0110 0110 0101, Mon Apr 27 20:18:05 CST 2026, 10
00:00:00:00.014, 00:00:00:00.000, 72, 5, 0.3571429, R, 2.80e+01, 12, 0.00000000000000000, 7.00000000000000000e+01, , 0101 1101 0101 1010 1111 0010 1011 1111 1101 1111 1101 1011 1011 0111 0111 1001 0011 1011 0111 1010 0110 1111 0110 0111 1111, Mon Apr 27 20:18:05 CST 2026, 14
00:00:00:00.021, 00:00:00:00.001, 72, 7, 0.3333333, R, 1.70e+01, 2, 0.00000000000000000, 7.10000000000000000e+01, , 0101 1000 0111 1010 1111 1011 1111 1111 1101 1101 1111 1001 1111 0111 0111 1000 0111 1011 0111 1000 0100 1111 0111 1110 1111, Mon Apr 27 20:18:05 CST 2026, 21
00:00:00:00.023, 00:00:00:00.000, 72, 9, 0.3913043, R, 1.10e+01, 3, 0.00000000000000000, 7.60000000000000000e+01, , 0101 1111 0111 1010 1111 0011 1111 1111 1101 1111 1111 1011 1111 0111 0111 1001 0111 1011 0111 1000 0110 1111 0110 0111 1111, Mon Apr 27 20:18:05 CST 2026, 23
00:00:00:00.033, 00:00:00:00.002, 72, 20, 0.6060606, M, 3.00e+00, 2, 0.02511612770301124, 7.70000000000000000e+01, , 0111 1111 0111 1011 1111 0011 1111 1111 1101 1111 1110 1011 1111 0111 0111 1001 0111 1011 0111 1000 0110 1111 0110 0111 1111, Mon Apr 27 20:18:05 CST 2026, 33
00:00:00:00.036, 00:00:00:00.000, 72, 21, 0.5833333, R, 8.00e+00, 9, 0.00000000000000000, 7.90000000000000000e+01, , 0101 1111 0111 1010 1111 0111 1111 1111 1111 1111 1111 1011 1111 0111 0111 1011 0101 1111 0111 1000 0110 1111 0110 0111 1111, Mon Apr 27 20:18:05 CST 2026, 36
00:00:00:00.043, 00:00:00:00.001, 72, 27, 0.6279070, R, 3.00e+00, 8, 0.00000000000000000, 8.00000000000000000e+01, , 0101 1111 0111 1011 1111 0111 1111 1111 1111 1111 1111 1011 1111 0011 0111 1011 0111 1111 0111 1000 0110 1111 0110 0111 1111, Mon Apr 27 20:18:05 CST 2026, 43
00:00:00:00.046, 00:00:00:00.000, 72, 34, 0.7391304, M, 1.00e+00, 2, 0.02511612770301124, 8.10000000000000000e+01, , 0101 1111 0111 1011 1111 0111 1111 1111 1111 1111 1111 1011 1111 0011 0111 1011 0111 1111 0111 1000 0110 1111 0110 1111 1111, Mon Apr 27 20:18:05 CST 2026, 46
00:00:00:00.053, 00:00:00:00.000, 72, 37, 0.6981132, R, 3.00e+00, 3, 0.00000000000000000, 8.20000000000000000e+01, , 0111 1111 0111 1011 1111 0111 1111 1111 1111 1111 1111 1011 1110 0011 0111 1011 0111 1111 0111 1100 0110 1111 0110 1111 1111, Mon Apr 27 20:18:05 CST 2026, 53
00:00:00:00.060, 00:00:00:00.001, 72, 41, 0.6833333, R, 1.00e+00, 2, 0.00000000000000000, 8.30000000000000000e+01, , 0111 1111 0111 1111 1111 0111 1111 1111 1111 1111 1111 1011 1110 0011 0111 1011 0111 1111 0111 1100 0110 1111 0110 1111 1111, Mon Apr 27 20:18:05 CST 2026, 60
00:00:00:00.067, 00:00:00:00.001, 72, 50, 0.7462686, M, 1.00e+00, 1, 0.01000000000000000, 8.40000000000000000e+01, , 0111 1111 0111 1111 1111 0111 1111 1111 1111 1111 1111 1011 1110 0011 0111 1011 0111 1111 1111 1100 0110 1111 0110 1111 1111, Mon Apr 27 20:18:05 CST 2026, 67
00:00:00:00.073, 00:00:00:00.000, 72, 55, 0.7534246, R, 2.00e+00, 2, 0.00000000000000000, 8.60000000000000000e+01, , 0111 1111 0111 1111 1111 0111 1111 1111 1111 1111 1111 1011 1110 0011 0111 1011 0111 1111 1111 1100 1110 1111 0111 1111 1111, Mon Apr 27 20:18:05 CST 2026, 73
00:00:00:00.079, 00:00:00:00.000, 72, 59, 0.7468355, R, 1.00e+00, 3, 0.00000000000000000, 8.70000000000000000e+01, , 0111 1111 0111 1111 1111 0111 1111 1111 1111 1111 1111 1011 1110 0011 0111 1011 0111 1111 1111 1110 1110 1111 0111 1111 1111, Mon Apr 27 20:18:05 CST 2026, 79
00:00:00:00.089, 00:00:00:00.003, 72, 76, 0.8539326, M, 3.00e+00, 2, 0.02511612770301124, 8.80000000000000000e+01, , 0111 1111 1111 1111 1111 0111 1110 1111 1111 1111 1111 1111 1110 0011 0111 1011 0111 1111 1111 1110 1110 1111 0111 1111 1111, Mon Apr 27 20:18:05 CST 2026, 89
00:00:00:00.095, 00:00:00:00.000, 72, 78, 0.8210526, M, 3.00e+00, 2, 0.02511612770301124, 8.90000000000000000e+01, , 0111 1111 0111 1111 1111 0111 1111 1111 1111 1111 1111 1111 1110 0011 1111 1011 0111 1111 1111 1110 1110 1111 0111 1111 1111, Mon Apr 27 20:18:05 CST 2026, 95
00:00:00:00.103, 00:00:00:00.003, 72, 93, 0.9029126, R, 6.00e+00, 8, 0.00000000000000000, 9.10000000000000000e+01, , 0111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1110 0111 1111 1010 1111 1111 1111 1110 1110 1111 0111 1111 1110, Mon Apr 27 20:18:05 CST 2026, 103
00:00:00:00.104, 00:00:00:00.000, 72, 97, 0.9326923, R, 1.00e+00, 3, 0.00000000000000000, 9.20000000000000000e+01, , 0111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1110 0111 1111 1011 1111 1111 1111 1110 1110 1111 0111 1111 1110, Mon Apr 27 20:18:05 CST 2026, 104
00:00:00:00.116, 00:00:00:00.002, 72, 114, 0.9827586, M, 1.00e+00, 1, 0.01000000000000000, 9.30000000000000000e+01, , 0111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 0111 1111 1011 1111 1111 1111 1110 1110 1111 0111 1111 1110, Mon Apr 27 20:18:05 CST 2026, 116
00:00:00:00.123, 00:00:00:00.003, 72, 137, 1.1138211, R, 1.00e+00, 9, 0.00000000000000000, 9.40000000000000000e+01, , 0111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 0111 1111 1011 1111 1111 1111 1110 1110 1111 1111 1111 1110, Mon Apr 27 20:18:05 CST 2026, 123
00:00:00:00.131, 00:00:00:00.004, 72, 159, 1.2137405, R, 1.00e+00, 2, 0.00000000000000000, 9.50000000000000000e+01, , 0111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 0111 1111 1011 1111 1111 1111 1110 1110 1111 1111 1111 1111, Mon Apr 27 20:18:05 CST 2026, 131
00:00:00:00.136, 00:00:00:00.003, 72, 176, 1.2941177, M, 1.00e+00, 1, 0.01000000000000000, 9.60000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 0111 1111 1011 1111 1111 1111 1110 1110 1111 1111 1111 1111, Mon Apr 27 20:18:05 CST 2026, 136
00:00:00:00.152, 00:00:00:00.010, 72, 244, 1.6052631, M, 1.00e+00, 1, 0.01000000000000000, 9.70000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 0111 1111 1111 1111 1111 1111 1110 1110 1111 1111 1111 1111, Mon Apr 27 20:18:05 CST 2026, 152
00:00:00:00.158, 00:00:00:00.002, 72, 252, 1.5949367, M, 1.00e+00, 2, 0.02511612770301124, 9.80000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 0111 1111 1111 1111 1111 1111 1111 1110 1111 1111 1111 1111, Mon Apr 27 20:18:05 CST 2026, 158
00:00:00:00.165, 00:00:00:00.002, 72, 274, 1.6606060, M, 1.00e+00, 1, 0.01000000000000000, 9.90000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 0111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:18:05 CST 2026, 165
00:00:00:00.203, 00:00:00:00.034, 72, 535, 2.6354680, R, 1.00e+00, 4, 0.00000000000000000, 1.00000000000000000e+02, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:18:05 CST 2026, 203
00:00:00:00.211, 00:00:00:00.000, 72, 537, 2.5450237, L, 0.00e+00, 0, 0.00000000000000000, 1.00000000000000000e+02, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:18:05 CST 2026, 211
00:00:00:00.003, 00:00:00:00.000, 73, 1, 0.3333333, S, 0.00e+00, 0, 0.00000000000000000, 6.20000000000000000e+01, , 0101 0100 0110 1111 1010 0101 1000 0100 1010 1011 1111 1000 1111 1011 0100 0110 1100 1110 1110 1101 1001 1111 0011 1111 1111, Mon Apr 27 20:18:05 CST 2026, 3
00:00:00:00.009, 00:00:00:00.006, 73, 2, 0.2222222, M, 2.50e+01, 2, 0.02511612770301124, 6.30000000000000000e+01, , 1100 1110 0101 1111 1010 0111 1000 0111 1110 0111 1000 0100 1111 1011 0100 0110 1100 1101 1110 1010 0011 0111 0011 1111 1111, Mon Apr 27 20:18:05 CST 2026, 9
00:00:00:00.014, 00:00:00:00.000, 73, 3, 0.2142857, R, 3.00e+01, 11, 0.00000000000000000, 6.50000000000000000e+01, , 1111 1111 1101 1111 0110 1011 1110 1010 1101 0101 1001 0111 1101 0010 0100 0110 0100 1110 0110 1010 0011 1111 1011 0111 1110, Mon Apr 27 20:18:05 CST 2026, 14
00:00:00:00.019, 00:00:00:00.000, 73, 6, 0.3157895, M, 2.10e+01, 2, 0.02511612770301124, 6.60000000000000000e+01, , 0100 0111 1111 1111 0010 1111 1100 0101 1111 0111 1000 0111 1101 0011 0100 0111 0100 1110 0110 1000 1011 1111 1011 1111 1111, Mon Apr 27 20:18:05 CST 2026, 19
00:00:00:00.025, 00:00:00:00.001, 73, 8, 0.3200000, M, 1.70e+01, 2, 0.02511612770301124, 6.70000000000000000e+01, , 0101 1111 1111 1111 0110 1111 1110 1011 1101 0101 1001 0111 0101 0010 0101 0110 0100 1110 0110 1010 0011 1111 1011 1111 1110, Mon Apr 27 20:18:05 CST 2026, 25
00:00:00:00.028, 00:00:00:00.000, 73, 11, 0.3928571, R, 9.00e+00, 9, 0.00000000000000000, 6.80000000000000000e+01, , 0101 0111 1111 1111 0110 1111 1100 0101 1101 0101 1001 0111 1101 0011 0101 0110 0100 1110 0110 1010 1011 1111 1011 1111 1111, Mon Apr 27 20:18:05 CST 2026, 28
00:00:00:00.031, 00:00:00:00.000, 73, 13, 0.4193548, R, 5.00e+00, 2, 0.00000000000000000, 6.90000000000000000e+01, , 0101 0111 1111 1111 0110 1111 1110 1111 1101 0101 1001 0111 0101 0010 0101 0110 0100 1110 0110 1010 1011 1111 1011 1111 1111, Mon Apr 27 20:18:05 CST 2026, 31
00:00:00:00.037, 00:00:00:00.000, 73, 15, 0.4054054, R, 3.00e+00, 2, 0.00000000000000000, 7.00000000000000000e+01, , 0101 0111 1111 1111 0110 1111 1100 1111 1101 0101 1001 0111 1101 0010 0101 0110 0100 1110 1110 1010 1011 1111 1011 1111 1111, Mon Apr 27 20:18:05 CST 2026, 37
00:00:00:00.046, 00:00:00:00.002, 73, 18, 0.3913043, M, 1.00e+00, 1, 0.01000000000000000, 7.10000000000000000e+01, , 1101 0111 1111 1111 0110 1111 1100 1111 1101 0101 1001 0111 1101 0010 0101 0110 0100 1110 1110 1010 1011 1111 1011 1111 1111, Mon Apr 27 20:18:05 CST 2026, 46
00:00:00:00.051, 00:00:00:00.001, 73, 19, 0.3725490, R, 7.00e+00, 7, 0.00000000000000000, 7.20000000000000000e+01, , 0101 0011 1111 1111 0111 1111 1110 1111 1101 0101 1011 0111 1101 0010 0111 0010 0100 1110 1110 1010 1011 1111 1011 1111 1111, Mon Apr 27 20:18:05 CST 2026, 51
00:00:00:00.055, 00:00:00:00.000, 73, 21, 0.3818182, R, 5.00e+00, 3, 0.00000000000000000, 7.30000000000000000e+01, , 0101 0111 1111 1111 0111 1111 1101 1111 1101 0101 1001 0111 1101 1010 0111 0010 0100 1110 1110 1010 1011 1111 1011 1111 1111, Mon Apr 27 20:18:05 CST 2026, 55
00:00:00:00.061, 00:00:00:00.002, 73, 24, 0.3934426, M, 1.00e+00, 1, 0.01000000000000000, 7.40000000000000000e+01, , 0101 0111 1111 1111 0111 1111 1101 1111 1101 0101 1001 0111 1101 1010 0111 0010 0100 1110 1110 1110 1011 1111 1011 1111 1111, Mon Apr 27 20:18:05 CST 2026, 61
00:00:00:00.069, 00:00:00:00.001, 73, 28, 0.4057971, M, 2.00e+00, 2, 0.02511612770301124, 7.60000000000000000e+01, , 0101 0111 1111 1111 0111 1111 1101 1111 1101 0101 1001 0111 1101 1110 0111 0010 1100 1110 1110 1110 1011 1111 1011 1111 1111, Mon Apr 27 20:18:05 CST 2026, 69
00:00:00:00.082, 00:00:00:00.000, 73, 31, 0.3780488, R, 3.00e+00, 3, 0.00000000000000000, 7.70000000000000000e+01, , 0101 0111 1111 1111 0111 1110 1101 1111 1101 0101 1001 0111 1101 1110 1111 0010 1100 1111 1110 1110 1011 1111 1011 1111 1111, Mon Apr 27 20:18:05 CST 2026, 82
00:00:00:00.089, 00:00:00:00.000, 73, 33, 0.3707865, R, 1.00e+00, 3, 0.00000000000000000, 7.80000000000000000e+01, , 0101 0111 1111 1111 0111 1111 1101 1111 1101 0101 1001 0111 1101 1110 1111 0010 1100 1111 1110 1110 1011 1111 1011 1111 1111, Mon Apr 27 20:18:05 CST 2026, 89
00:00:00:00.100, 00:00:00:00.002, 73, 37, 0.3700000, R, 6.00e+00, 5, 0.00000000000000000, 8.00000000000000000e+01, , 1101 0111 1111 1111 1111 1111 1100 1111 1101 0101 0001 1111 1111 1110 1111 0010 1100 1111 1110 1110 1011 1111 1011 1111 1111, Mon Apr 27 20:18:05 CST 2026, 100
00:00:00:00.104, 00:00:00:00.001, 73, 39, 0.3750000, R, 3.00e+00, 3, 0.00000000000000000, 8.10000000000000000e+01, , 1101 0111 1111 1111 1111 0111 1101 1111 1101 0101 1001 1111 1111 1110 1111 0010 1100 1111 1110 1110 1011 1111 1011 1111 1111, Mon Apr 27 20:18:05 CST 2026, 104
00:00:00:00.109, 00:00:00:00.000, 73, 42, 0.3853211, M, 3.00e+00, 2, 0.02511612770301124, 8.20000000000000000e+01, , 1101 0111 1111 1111 1111 1111 1100 1111 1101 1101 1001 1111 1111 1110 1111 0010 1100 1111 1110 1110 1011 1111 1011 1111 1111, Mon Apr 27 20:18:05 CST 2026, 109
00:00:00:00.116, 00:00:00:00.002, 73, 50, 0.4310345, M, 1.00e+00, 1, 0.01000000000000000, 8.30000000000000000e+01, , 1101 0111 1111 1111 1111 1111 1101 1111 1101 1101 1001 1111 1111 1110 1111 0010 1100 1111 1110 1110 1011 1111 1011 1111 1111, Mon Apr 27 20:18:05 CST 2026, 116
00:00:00:00.119, 00:00:00:00.000, 73, 54, 0.4537815, M, 1.00e+00, 1, 0.01000000000000000, 8.40000000000000000e+01, , 1101 0111 1111 1111 1111 1111 1101 1111 1101 1101 1001 1111 1111 1110 1111 0010 1110 1111 1110 1110 1011 1111 1011 1111 1111, Mon Apr 27 20:18:05 CST 2026, 119
00:00:00:00.123, 00:00:00:00.000, 73, 59, 0.4796748, R, 1.00e+00, 3, 0.00000000000000000, 8.50000000000000000e+01, , 1101 0111 1111 1111 1111 1111 1101 1111 1101 1101 1001 1111 1111 1110 1111 0010 1111 1111 1110 1110 1011 1111 1011 1111 1111, Mon Apr 27 20:18:05 CST 2026, 123
00:00:00:00.128, 00:00:00:00.000, 73, 61, 0.4765625, R, 7.00e+00, 8, 0.00000000000000000, 8.60000000000000000e+01, , 1101 0111 1111 1111 1111 1111 1101 0111 1101 1101 1001 1111 1111 1111 1111 0011 1110 1111 1111 1110 1111 1111 1011 0111 1111, Mon Apr 27 20:18:05 CST 2026, 128
00:00:00:00.140, 00:00:00:00.000, 73, 63, 0.4500000, R, 3.00e+00, 2, 0.00000000000000000, 8.70000000000000000e+01, , 1101 0111 1111 1111 1111 1111 1101 0111 1101 1101 1001 1111 1111 1110 1111 0011 1111 1111 1111 1110 1111 1111 1011 1111 1111, Mon Apr 27 20:18:05 CST 2026, 140
00:00:00:00.160, 00:00:00:00.000, 73, 67, 0.4187500, R, 1.00e+00, 3, 0.00000000000000000, 8.80000000000000000e+01, , 1101 0111 1111 1111 1111 1111 1101 1111 1101 1101 1001 1111 1111 1110 1111 0011 1111 1111 1111 1110 1111 1111 1011 1111 1111, Mon Apr 27 20:18:05 CST 2026, 160
00:00:00:00.165, 00:00:00:00.003, 73, 78, 0.4727273, M, 3.00e+00, 2, 0.02511612770301124, 8.90000000000000000e+01, , 1101 0111 1111 1111 1111 1111 1111 1111 1101 1101 1001 1111 1111 1110 1111 0111 1111 1111 1111 1110 0111 1111 1011 1111 1111, Mon Apr 27 20:18:05 CST 2026, 165
00:00:00:00.171, 00:00:00:00.001, 73, 79, 0.4619883, R, 1.00e+00, 3, 0.00000000000000000, 9.00000000000000000e+01, , 1101 0111 1111 1111 1111 1111 1111 1111 1101 1101 1001 1111 1111 1110 1111 0111 1111 1111 1111 1110 1111 1111 1011 1111 1111, Mon Apr 27 20:18:05 CST 2026, 171
00:00:00:00.175, 00:00:00:00.000, 73, 83, 0.4742857, R, 1.00e+00, 4, 0.00000000000000000, 9.10000000000000000e+01, , 1111 0111 1111 1111 1111 1111 1111 1111 1101 1101 1001 1111 1111 1110 1111 0111 1111 1111 1111 1110 1111 1111 1011 1111 1111, Mon Apr 27 20:18:05 CST 2026, 175
00:00:00:00.186, 00:00:00:00.006, 73, 115, 0.6182796, R, 1.00e+00, 2, 0.00000000000000000, 9.20000000000000000e+01, , 1111 0111 1111 1111 1111 1111 1111 1111 1101 1101 1001 1111 1111 1110 1111 0111 1111 1111 1111 1111 1111 1111 1011 1111 1111, Mon Apr 27 20:18:05 CST 2026, 186
00:00:00:00.193, 00:00:00:00.002, 73, 121, 0.6269430, R, 1.00e+00, 3, 0.00000000000000000, 9.30000000000000000e+01, , 1111 0111 1111 1111 1111 1111 1111 1111 1111 1101 1001 1111 1111 1110 1111 0111 1111 1111 1111 1111 1111 1111 1011 1111 1111, Mon Apr 27 20:18:05 CST 2026, 193
00:00:00:00.199, 00:00:00:00.001, 73, 124, 0.6231156, M, 1.00e+00, 1, 0.01000000000000000, 9.40000000000000000e+01, , 1111 0111 1111 1111 1111 1111 1111 1111 1111 1101 1001 1111 1111 1111 1111 0111 1111 1111 1111 1111 1111 1111 1011 1111 1111, Mon Apr 27 20:18:05 CST 2026, 199
00:00:00:00.216, 00:00:00:00.003, 73, 142, 0.6574074, M, 1.00e+00, 2, 0.02511612770301124, 9.50000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1101 1001 1111 1111 1111 1111 0111 1111 1111 1111 1111 1111 1111 1011 1111 1111, Mon Apr 27 20:18:05 CST 2026, 216
00:00:00:00.219, 00:00:00:00.000, 73, 162, 0.7397260, M, 1.00e+00, 1, 0.01000000000000000, 9.60000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1101 1001 1111 1111 1111 1111 0111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:18:05 CST 2026, 219
00:00:00:00.232, 00:00:00:00.005, 73, 215, 0.9267241, R, 3.00e+00, 3, 0.00000000000000000, 9.70000000000000000e+01, , 1111 1111 1111 1101 1111 1111 1111 1111 1111 1101 1101 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:18:05 CST 2026, 232
00:00:00:00.242, 00:00:00:00.002, 73, 224, 0.9256198, M, 1.00e+00, 1, 0.01000000000000000, 9.80000000000000000e+01, , 1111 1111 1111 1101 1111 1111 1111 1111 1111 1101 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:18:05 CST 2026, 242
00:00:00:00.251, 00:00:00:00.003, 73, 245, 0.9760956, R, 1.00e+00, 3, 0.00000000000000000, 9.90000000000000000e+01, , 1111 1111 1111 1101 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:18:05 CST 2026, 251
00:00:00:00.261, 00:00:00:00.008, 73, 305, 1.1685823, R, 1.00e+00, 3, 0.00000000000000000, 1.00000000000000000e+02, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:18:05 CST 2026, 261
00:00:00:00.270, 00:00:00:00.000, 73, 307, 1.1370370, L, 0.00e+00, 0, 0.00000000000000000, 1.00000000000000000e+02, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:18:06 CST 2026, 270
00:00:00:00.001, 00:00:00:00.000, 74, 1, 1.0000000, S, 0.00e+00, 0, 0.00000000000000000, 6.30000000000000000e+01, , 0011 0110 0110 1101 1011 1111 0010 1100 1000 1110 1111 0110 1011 1110 1001 1111 1101 1100 0010 1111 0011 0111 0001 1100 1111, Mon Apr 27 20:18:06 CST 2026, 1
